months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,_c39
354,48,534982,2003-04-08,TS,500/1000,166000,126667.12999999999,415000000,469650,FEMALE,Masters,sales,exercise,unmarried,0,0,2015-01-03,Single Vehicle Collision,Front Collision,Minor Damage,Police,TN,Columbus,8081 Flute Ridge,12,1,?,2,3,YES,7489920,1248320,1248320,4993280,Chevrolet,Malibu,1995,N,
342,53,110408,2005-11-14,KA,100/300,83000,85360.52,0,602304,FEMALE,College,prof-specialty,dancing,not-in-family,0,0,2015-01-26,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,TN,Springfield,8618 Texas Lane,12,1,?,0,0,NO,6719680,1221760,610880,4887040,Accura,MDX,2000,N,
169,38,283052,2005-01-07,TS,100/300,83000,129143.02,0,459878,MALE,PhD,craft-repair,skydiving,own-child,1933900,0,2015-01-25,Multi-vehicle Collision,Front Collision,Total Loss,Other,UP,Riverwood,3508 Washington St,12,3,NO,1,3,YES,6563640,546970,1093940,4922730,Mercedes,C300,2012,N,
339,49,840806,1994-02-14,KA,500/1000,166000,130373.91,0,441142,MALE,JD,adm-clerical,paintball,not-in-family,8200400,-5419900,2015-01-18,Vehicle Theft,?,Minor Damage,,TN,Columbus,2193 4th Ridge,13,1,NO,0,3,NO,566060,102920,51460,411680,Mercedes,ML350,2009,N,
259,42,382394,1996-01-23,MH,100/300,166000,97153.98999999999,0,465667,FEMALE,PhD,armed-forces,sleeping,wife,5395000,-4083600,2015-01-12,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,WB,Northbend,8897 Sky St,17,3,NO,1,2,YES,5194970,472270,944540,3778160,Nissan,Pathfinder,2006,N,
65,23,876699,1999-12-12,MH,250/500,83000,91295.85,0,473109,FEMALE,College,sales,dancing,wife,0,-5967700,2015-01-15,Single Vehicle Collision,Side Collision,Major Damage,Other,DL,Arlington,9611 Pine Ridge,14,1,NO,1,0,YES,4349200,543650,543650,3261900,Accura,MDX,2005,Y,
254,46,871432,2004-07-15,TS,250/500,166000,122211.69,0,619794,MALE,MD,tech-support,basketball,husband,0,-7519800,2015-01-10,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,WB,Arlington,7825 1st Ridge,3,3,?,1,3,YES,5277140,479740,959480,3837920,Volkswagen,Jetta,2004,N,
440,55,379882,2012-11-07,TS,250/500,41500,105876.45999999999,0,602258,FEMALE,Associate,priv-house-serv,reading,other-relative,0,-4664600,2015-01-23,Multi-vehicle Collision,Side Collision,Minor Damage,Police,DL,Riverwood,3039 Oak Hwy,18,3,YES,2,1,NO,5096200,509620,509620,4076960,Nissan,Ultima,1995,N,
478,63,852002,2009-06-29,TS,250/500,83000,107260.9,0,479724,MALE,High School,adm-clerical,paintball,own-child,3950800,0,2015-02-21,Parked Car,?,Minor Damage,,UP,Northbend,8204 Pine Lane,5,1,YES,1,3,NO,390100,78020,39010,273070,Dodge,Neon,2007,Y,
230,44,372891,2000-06-26,KA,250/500,166000,83777.71,0,442210,FEMALE,College,prof-specialty,hiking,other-relative,3768200,-3270200,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Fire,TN,Riverwood,9787 Andromedia Ave,19,1,NO,0,2,YES,6153620,1118840,1118840,3915940,BMW,X5,2015,N,
138,30,689034,2002-01-09,MH,500/1000,41500,90724.81,332000000,463291,FEMALE,PhD,other-service,reading,wife,2299100,-6009200,2015-01-06,Single Vehicle Collision,Front Collision,Major Damage,Other,UP,Hillsdale,9633 Rock Hwy,0,1,?,2,2,NO,6902280,575190,1150380,5176710,Volkswagen,Jetta,2011,N,
239,41,743092,2013-11-11,MH,250/500,83000,110011.52,581000000,474898,FEMALE,JD,farming-fishing,paintball,other-relative,4266200,-522900,2015-02-18,Parked Car,?,Trivial Damage,Police,GJ,Arlington,6303 1st Drive,22,1,?,0,2,YES,895570,137780,68890,688900,Mercedes,E400,2013,N,
93,31,599174,2008-01-14,TS,100/300,166000,84425.94,0,431354,FEMALE,MD,prof-specialty,paintball,husband,0,0,2015-02-17,Multi-vehicle Collision,Rear Collision,Major Damage,Police,GJ,Arlington,2014 Rock Ave,21,3,YES,1,3,NO,3989810,725420,725420,2538970,Saab,92x,2014,N,
37,25,421092,2003-03-04,MH,100/300,83000,101357.11,0,617460,FEMALE,Masters,protective-serv,golf,not-in-family,4091900,0,2015-01-24,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,TN,Northbrook,8983 Tree St,4,3,YES,0,0,YES,4235490,470610,941220,2823660,Suburu,Impreza,1996,N,
254,40,349658,1994-06-07,KA,100/300,41500,160013.21,0,609317,MALE,MD,prof-specialty,yachting,husband,0,0,2015-01-21,Single Vehicle Collision,Front Collision,Minor Damage,Fire,UP,Arlington,6260 5th Lane,10,1,YES,0,1,?,3592240,0,449030,3143210,Honda,Civic,1996,Y,
131,29,811042,2013-07-04,KA,250/500,83000,81196.41,0,479821,FEMALE,Associate,sales,paintball,own-child,5453100,0,2015-02-03,Single Vehicle Collision,Front Collision,Major Damage,Fire,TN,Hillsdale,2725 Britain Ridge,5,1,?,1,3,NO,6341200,1268240,634120,4438840,Suburu,Forrestor,2003,N,
230,43,505316,2002-06-30,KA,100/300,166000,101354.62000000001,0,473394,MALE,MD,prof-specialty,board-games,wife,3992300,0,2015-01-07,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,UP,Hillsdale,3089 Oak Ridge,13,1,?,0,2,?,6263180,1138760,1138760,3985660,Audi,A5,2002,N,
313,50,116645,2004-06-30,MH,100/300,166000,104216.45999999999,0,603882,MALE,MD,armed-forces,polo,unmarried,0,0,2015-02-02,Multi-vehicle Collision,Side Collision,Major Damage,Other,MH,Northbrook,6206 3rd Ridge,18,3,YES,2,1,YES,5727000,1145400,572700,4008900,Ford,F150,1995,Y,
210,38,950880,1998-12-19,KA,250/500,41500,82960.16,0,615229,MALE,JD,tech-support,golf,other-relative,0,0,2015-01-13,Vehicle Theft,?,Minor Damage,Police,UP,Springfield,7240 5th Ridge,6,1,?,1,2,NO,717120,119520,59760,537840,Accura,TL,2008,N,
101,29,788502,2014-08-31,MH,250/500,41500,114613.87000000001,0,620197,MALE,PhD,armed-forces,dancing,own-child,2490000,-4399000,2015-02-28,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,TN,Arlington,8100 3rd Ave,0,3,?,2,1,?,5578430,1014260,1014260,3549910,BMW,X6,1996,N,
153,37,627486,2005-11-10,KA,500/1000,41500,83893.91,0,438215,MALE,High School,transport-moving,basketball,unmarried,4340900,-4614800,2015-01-16,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,GJ,Arlington,3282 4th Lane,5,3,?,0,3,NO,3527500,352750,352750,2822000,Volkswagen,Jetta,1999,N,
337,53,498842,2000-05-04,MH,100/300,41500,100086.37999999999,0,444583,MALE,Associate,armed-forces,basketball,wife,0,-2871800,2015-02-01,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,TN,Arlington,3227 Maple Ave,8,1,YES,0,1,NO,7171200,1195200,597600,5378400,Accura,RSX,2001,N,
360,51,550294,2001-11-26,TS,500/1000,83000,126708.62999999999,0,471866,MALE,Masters,handlers-cleaners,chess,not-in-family,0,-2730700,2015-01-30,Vehicle Theft,?,Minor Damage,Police,TN,Hillsdale,4264 Lincoln Ridge,5,1,YES,2,2,?,383460,69720,69720,244020,Dodge,RAM,2009,Y,
428,53,328387,2014-05-06,TS,100/300,83000,124204.52,0,616884,FEMALE,High School,tech-support,camping,unmarried,0,0,2015-02-16,Parked Car,?,Trivial Damage,Police,GJ,Springfield,2215 Best Ave,9,1,YES,2,2,NO,575190,52290,104580,418320,Honda,CRV,2013,N,
204,40,540152,1991-01-27,TS,100/300,41500,104264.6,0,448310,FEMALE,JD,sales,hiking,not-in-family,0,0,2015-01-07,Multi-vehicle Collision,Side Collision,Minor Damage,Other,TN,Northbend,5363 Weaver Lane,10,3,YES,1,2,YES,3461100,692220,692220,2076660,Saab,95,2013,N,
364,51,385932,1992-04-28,TS,100/300,41500,105273.04999999999,0,478902,MALE,Masters,transport-moving,board-games,wife,0,0,2015-01-10,Single Vehicle Collision,Rear Collision,Major Damage,Other,DL,Northbrook,2397 Cherokee Ave,16,1,YES,2,1,NO,6418390,1166980,1166980,4084430,Volkswagen,Jetta,2014,Y,
185,35,618682,2000-03-04,KA,500/1000,166000,117991.96999999999,0,442695,MALE,College,other-service,sleeping,own-child,0,0,2015-01-31,Vehicle Theft,?,Trivial Damage,Police,WB,Arlington,9794 Embaracadero St,8,1,?,2,3,YES,410850,74700,37350,298800,Ford,F150,2011,N,
63,26,550930,1995-10-12,TS,500/1000,41500,124503.31999999999,498000000,613826,MALE,PhD,craft-repair,polo,own-child,0,-3029500,2015-02-13,Vehicle Theft,?,Minor Damage,Police,GJ,Northbrook,1810 Elm Hwy,5,1,NO,0,2,YES,428280,71380,71380,285520,Accura,TL,2004,N,
210,35,998192,2014-04-25,TS,100/300,41500,118958.92,0,476203,FEMALE,College,exec-managerial,yachting,not-in-family,0,-1618500,2015-02-22,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WB,Riverwood,9603 Texas Lane,11,3,NO,2,1,?,2039310,226590,226590,1586130,Saab,95,2006,Y,
194,38,663938,2011-01-26,KA,100/300,166000,102193.75,0,604333,FEMALE,PhD,craft-repair,movies,not-in-family,3859500,0,2015-01-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WB,Arlington,5650 Sky Drive,15,3,?,1,0,?,4455440,405040,810080,3240320,Toyota,Camry,2011,N,
294,49,756870,1996-01-26,KA,500/1000,41500,94240.69,0,442604,MALE,Masters,farming-fishing,bungie-jumping,own-child,1884100,0,2015-02-04,Multi-vehicle Collision,Side Collision,Total Loss,Police,WB,Columbus,9633 MLK Lane,23,3,YES,1,1,YES,3560700,323700,323700,2913300,Chevrolet,Malibu,2010,N,
272,41,337158,1991-04-08,MH,250/500,166000,78495.59,415000000,435663,MALE,MD,protective-serv,chess,wife,3203800,-3552400,2015-02-04,Single Vehicle Collision,Front Collision,Minor Damage,Fire,DL,Arlington,4981 Flute Hwy,23,1,NO,0,0,NO,6980300,1396060,698030,4886210,Ford,Escape,2009,Y,
27,27,919875,2002-06-29,KA,100/300,166000,92857.08,0,470866,FEMALE,College,adm-clerical,dancing,own-child,0,-4631400,2015-02-26,Single Vehicle Collision,Front Collision,Total Loss,Fire,DL,Northbrook,9078 Francis Ridge,23,1,?,1,3,?,5109480,567720,567720,3974040,Ford,Fusion,2008,N,
251,39,315631,1999-04-09,KA,500/1000,166000,102254.34,0,612908,FEMALE,Associate,other-service,hiking,not-in-family,0,-2631100,2015-01-08,Single Vehicle Collision,Rear Collision,Minor Damage,Police,DL,Hillsdale,1381 Francis Ave,10,1,YES,0,0,?,3671920,458990,458990,2753940,Dodge,RAM,1997,N,
180,33,113464,2009-04-19,KA,500/1000,166000,83454.01000000001,0,441871,FEMALE,JD,protective-serv,hiking,own-child,4822300,-4067000,2015-02-15,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,UP,Columbus,6435 Texas Ave,12,4,?,2,3,YES,4789100,957820,478910,3352370,Jeep,Grand Cherokee,2002,N,
392,50,556415,1991-08-22,MH,100/300,166000,92044.51000000001,0,431496,FEMALE,PhD,exec-managerial,exercise,not-in-family,5677200,-5544400,2015-01-14,Single Vehicle Collision,Side Collision,Minor Damage,Other,WB,Springfield,1248 MLK Ridge,4,1,NO,2,2,YES,8966490,1379460,1379460,6207570,Saab,92x,2002,N,
143,30,250249,1991-11-28,KA,100/300,41500,115568.37000000001,415000000,436499,FEMALE,High School,exec-managerial,dancing,unmarried,0,-5453100,2015-01-12,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,TN,Riverwood,3323 1st Lane,16,1,NO,2,0,YES,4506900,901380,450690,3154830,Toyota,Highlander,2010,N,
371,54,403776,2012-04-27,KA,100/300,166000,109391.51000000001,0,469853,MALE,High School,craft-repair,movies,wife,2880100,-6723000,2015-01-18,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,TN,Columbus,6971 Best Ridge,18,3,?,1,2,?,2679240,446540,446540,1786160,Ford,Fusion,2010,Y,
292,42,396002,2007-03-04,KA,250/500,83000,131822.26,0,605369,MALE,JD,machine-op-inspct,camping,other-relative,0,-4465400,2015-01-15,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WB,Riverwood,7488 Lincoln Lane,15,3,YES,1,1,NO,7021800,1404360,702180,4915260,Chevrolet,Malibu,2007,N,
165,35,976908,2012-12-31,TS,250/500,41500,74701.66,498000000,448466,MALE,College,craft-repair,camping,own-child,0,-4141700,2015-02-24,Single Vehicle Collision,Front Collision,Total Loss,Other,TN,Springfield,9007 Francis Hwy,8,1,NO,1,3,YES,5785100,578510,578510,4628080,BMW,3 Series,2008,N,
158,33,509489,2013-12-21,MH,100/300,83000,144805.12,249000000,432786,MALE,JD,prof-specialty,movies,unmarried,0,0,2015-02-07,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WB,Springfield,1491 Francis Ridge,4,3,NO,0,1,NO,3021200,302120,604240,2114840,Volkswagen,Jetta,1998,N,
241,39,485295,2005-04-28,MH,250/500,83000,104626.48,0,473591,FEMALE,JD,adm-clerical,paintball,own-child,0,-4556700,2015-02-22,Multi-vehicle Collision,Side Collision,Minor Damage,Police,TN,Northbrook,3659 Oak Lane,20,3,NO,0,2,YES,3114160,389270,389270,2335620,Jeep,Wrangler,2010,N,
103,33,361829,1994-09-17,MH,500/1000,166000,84754.62,0,618418,FEMALE,Masters,other-service,paintball,wife,5768500,-3959100,2015-01-19,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,DL,Northbend,4176 Britain Hwy,1,3,NO,2,3,?,6564470,1193540,1193540,4177390,Dodge,RAM,2014,N,
402,54,603632,2003-08-16,MH,250/500,166000,106662.46999999999,0,444558,MALE,JD,farming-fishing,board-games,not-in-family,3984000,-6606800,2015-02-28,Single Vehicle Collision,Rear Collision,Major Damage,Other,DL,Springfield,5189 Francis Drive,19,1,NO,0,2,YES,5624910,624990,1249980,3749940,Mercedes,ML350,2013,Y,
102,32,783494,2014-09-02,MH,100/300,41500,127576.81,249000000,457733,MALE,JD,tech-support,chess,wife,0,0,2015-02-04,Single Vehicle Collision,Side Collision,Total Loss,Other,MH,Northbend,6515 Oak Lane,11,1,NO,1,0,NO,3934200,786840,393420,2753940,Chevrolet,Silverado,2004,Y,
182,40,439049,2011-12-12,KA,100/300,83000,84860.86,0,466161,MALE,PhD,other-service,skydiving,husband,4150000,-4722700,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Other,TN,Northbend,7168 Andromedia Ridge,13,1,YES,0,2,?,5901300,590130,1180260,4130910,Audi,A3,2008,N,
282,46,502634,1991-08-17,MH,100/300,166000,129385.37999999999,0,450800,MALE,MD,other-service,dancing,wife,4241300,-6233300,2015-02-17,Single Vehicle Collision,Front Collision,Minor Damage,Police,DL,Springfield,7954 Tree Ridge,2,1,?,2,2,NO,5760200,1152040,576020,4032140,BMW,M5,2012,N,
222,39,378588,2004-02-29,MH,500/1000,41500,145903.21,0,458993,MALE,High School,transport-moving,board-games,not-in-family,5926200,0,2015-01-17,Multi-vehicle Collision,Rear Collision,Major Damage,Other,TN,Northbrook,1956 Apache St,9,3,YES,2,1,?,4565000,415000,830000,3320000,Saab,93,1996,Y,
415,52,794731,2015-02-22,KA,250/500,83000,80800.5,0,468634,MALE,PhD,machine-op-inspct,polo,not-in-family,4183200,0,2015-02-02,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WB,Arlington,9918 Andromedia Drive,15,2,YES,1,3,YES,4240470,652380,652380,2935710,Toyota,Highlander,2003,N,
51,34,641934,2013-12-25,MH,500/1000,41500,118756.4,0,461264,MALE,PhD,machine-op-inspct,camping,unmarried,0,0,2015-02-12,Single Vehicle Collision,Side Collision,Major Damage,Fire,DL,Springfield,5499 Flute Ridge,23,1,?,2,3,NO,5328600,532860,1598580,3197160,Honda,Civic,2007,Y,
255,45,113516,1990-10-13,TS,500/1000,41500,98958.41,0,600184,MALE,High School,sales,base-jumping,own-child,0,-3336600,2015-01-04,Single Vehicle Collision,Front Collision,Total Loss,Other,GJ,Riverwood,3311 2nd Drive,16,1,NO,2,0,YES,5587560,1015920,1015920,3555720,Ford,Fusion,2006,N,
143,31,425631,2014-07-05,TS,250/500,41500,96597.89,0,604874,MALE,Associate,protective-serv,movies,husband,3129100,0,2015-02-21,Multi-vehicle Collision,Side Collision,Major Damage,Other,GJ,Arlington,7609 Rock St,21,4,YES,2,0,?,6317960,574360,1148720,4594880,Audi,A5,1999,N,
130,28,542245,1991-11-25,MH,500/1000,83000,83261.45,0,462377,FEMALE,JD,farming-fishing,movies,other-relative,0,-3195500,2015-01-23,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,TN,Hillsdale,4652 Flute Drive,21,2,YES,2,1,NO,7056660,1085640,1085640,4885380,Ford,Fusion,2010,N,
242,41,512894,1990-10-02,MH,250/500,166000,95743.81999999999,498000000,619657,MALE,Masters,protective-serv,polo,unmarried,0,-4731000,2015-02-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,DL,Northbrook,6853 Sky Hwy,3,3,NO,0,1,?,5651470,1027540,1027540,3596390,Toyota,Corolla,2009,N,
96,27,633090,2009-02-17,TS,100/300,83000,135381.3,0,437323,FEMALE,High School,priv-house-serv,exercise,wife,0,0,2015-01-23,Parked Car,?,Trivial Damage,Police,WB,Arlington,7780 Flute Lane,4,1,?,1,2,NO,500490,55610,55610,389270,Nissan,Pathfinder,2007,N,
180,35,464234,2005-07-17,TS,500/1000,83000,103955.84,0,432148,MALE,MD,machine-op-inspct,yachting,wife,0,-4631400,2015-02-10,Vehicle Theft,?,Minor Damage,,MH,Springfield,1687 3rd Lane,17,1,?,1,3,NO,423300,84660,42330,296310,Chevrolet,Malibu,2000,N,
150,30,290162,1994-03-12,KA,100/300,83000,139212.58,0,439690,MALE,College,sales,yachting,own-child,3328300,0,2015-01-10,Vehicle Theft,?,Trivial Damage,Police,WB,Springfield,6378 Britain Ave,7,1,YES,1,3,YES,380970,42330,42330,296310,Volkswagen,Jetta,2013,N,
463,59,638155,1994-08-03,TS,250/500,83000,81317.59,0,601848,FEMALE,JD,exec-managerial,yachting,not-in-family,4291100,0,2015-02-12,Multi-vehicle Collision,Front Collision,Major Damage,Other,TN,Columbus,1306 Andromedia St,14,2,?,1,2,NO,6009200,600920,1201840,4206440,Chevrolet,Tahoe,1999,Y,
472,64,911429,2012-08-25,KA,250/500,41500,82106.92,0,615821,MALE,Masters,other-service,skydiving,not-in-family,0,0,2015-02-21,Single Vehicle Collision,Front Collision,Major Damage,Fire,DL,Northbrook,3664 Francis Ridge,13,1,NO,2,3,NO,5884700,1176940,588470,4119290,Mercedes,ML350,2002,N,
75,25,106186,2011-12-02,TS,500/1000,83000,115358.37999999999,0,472475,FEMALE,Associate,priv-house-serv,hiking,husband,0,0,2015-01-18,Multi-vehicle Collision,Side Collision,Total Loss,Other,WB,Springfield,5985 Lincoln Lane,23,2,?,2,3,YES,5403300,540330,540330,4322640,Saab,93,2011,N,
193,40,311783,2005-02-25,MH,100/300,41500,102409.54999999999,0,457463,FEMALE,College,handlers-cleaners,chess,husband,0,0,2015-02-28,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,RJ,Hillsdale,3706 4th Hwy,23,3,?,2,1,YES,5333580,0,1185240,4148340,Ford,Escape,1999,N,
43,43,528385,1997-11-07,TS,500/1000,41500,109592.37000000001,0,604861,FEMALE,Associate,armed-forces,yachting,not-in-family,0,0,2015-01-19,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WB,Arlington,6603 Francis Hwy,16,1,?,2,1,?,6637510,603410,1810230,4223870,Honda,CRV,1996,Y,
253,41,228403,2004-04-20,KA,100/300,83000,119112.46999999999,0,471519,FEMALE,College,machine-op-inspct,bungie-jumping,not-in-family,3037800,0,2015-01-11,Single Vehicle Collision,Rear Collision,Total Loss,Police,TN,Northbrook,7069 4th Hwy,17,1,NO,2,0,?,4698630,522070,522070,3654490,Chevrolet,Tahoe,1995,N,
152,30,209177,2009-11-17,KA,500/1000,41500,120228.81999999999,0,618682,FEMALE,JD,craft-repair,polo,wife,4863800,0,2015-02-11,Single Vehicle Collision,Side Collision,Major Damage,Fire,UP,Northbrook,5093 Flute Lane,9,1,YES,1,1,?,7020970,638270,638270,5744430,Toyota,Highlander,2000,Y,
160,38,497929,2009-09-19,MH,250/500,41500,143885.47999999998,0,441425,MALE,High School,sales,sleeping,wife,0,-3635400,2015-01-09,Multi-vehicle Collision,Side Collision,Major Damage,Fire,TN,Hillsdale,5894 Flute Drive,13,3,NO,2,1,YES,5542740,615860,1231720,3695160,Mercedes,ML350,1996,N,
56,36,735844,2009-11-08,KA,100/300,41500,127244.81,0,609336,MALE,JD,farming-fishing,exercise,own-child,0,-2390400,2015-01-20,Single Vehicle Collision,Rear Collision,Major Damage,Police,GJ,Springfield,8459 Apache Ave,13,1,YES,1,2,YES,4855500,0,539500,4316000,Ford,Escape,2001,N,
286,41,710741,2001-09-12,TS,100/300,41500,91861.91,0,603320,FEMALE,College,prof-specialty,golf,other-relative,3776500,-5187500,2015-02-26,Parked Car,?,Trivial Damage,Police,WB,Columbus,7447 Lincoln Ridge,3,1,?,2,0,NO,415000,41500,41500,332000,Dodge,RAM,2003,N,
3,29,276804,1992-11-27,TS,100/300,41500,82643.1,415000000,615446,FEMALE,JD,priv-house-serv,chess,unmarried,0,0,2015-02-02,Parked Car,?,Trivial Damage,Police,RJ,Springfield,1821 Andromedia Ridge,3,1,?,2,1,?,415000,41500,83000,290500,Mercedes,E400,2008,Y,
286,41,507545,1998-12-07,TS,250/500,83000,107804.54999999999,498000000,435967,FEMALE,High School,sales,camping,other-relative,5917900,-5834900,2015-01-04,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,DL,Columbus,6859 Flute Ridge,16,3,?,1,3,YES,4519350,502150,1004300,3012900,Saab,92x,2007,N,
239,38,485642,1990-08-25,MH,250/500,83000,105968.59,415000000,610246,FEMALE,Masters,handlers-cleaners,bungie-jumping,other-relative,0,0,2015-02-19,Multi-vehicle Collision,Front Collision,Major Damage,Police,WB,Northbrook,4175 Elm Ridge,12,3,NO,1,3,?,5139360,571040,571040,3997280,Saab,93,2003,N,
64,29,796375,2011-10-22,MH,250/500,166000,99789.23999999999,0,479327,MALE,High School,exec-managerial,cross-fit,other-relative,0,-5096200,2015-01-12,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,UP,Hillsdale,5007 Oak St,4,1,?,1,2,NO,3627100,362710,362710,2901680,Nissan,Pathfinder,2007,Y,
98,31,171183,1990-02-01,KA,100/300,41500,55769.35999999999,0,468300,MALE,Masters,machine-op-inspct,bungie-jumping,wife,0,-2191200,2015-01-24,Single Vehicle Collision,Front Collision,Minor Damage,Other,GJ,Riverwood,5790 Flute Ridge,3,1,?,2,0,?,5318640,590960,590960,4136720,Ford,Escape,1997,N,
16,35,110084,1990-11-27,TS,250/500,83000,112716.48999999999,0,612660,MALE,JD,sales,chess,own-child,4921900,-2606200,2015-02-17,Single Vehicle Collision,Rear Collision,Total Loss,Other,TN,Hillsdale,8704 Britain Lane,0,1,NO,2,1,?,4565000,830000,830000,2905000,Volkswagen,Jetta,2008,Y,
70,27,714784,2004-07-16,KA,250/500,83000,83729.56999999999,332000000,466691,FEMALE,Masters,adm-clerical,video-games,own-child,3818000,0,2015-01-13,Vehicle Theft,?,Trivial Damage,Police,WB,Columbus,7816 MLK Lane,19,1,NO,2,3,?,365200,0,45650,319550,Toyota,Camry,2000,N,
75,27,143924,1993-12-10,MH,100/300,83000,94711.29999999999,0,468515,MALE,JD,armed-forces,movies,other-relative,0,0,2015-02-28,Multi-vehicle Collision,Side Collision,Minor Damage,Police,TN,Hillsdale,3618 Maple Lane,15,2,?,0,1,YES,5946120,495510,991020,4459590,Toyota,Highlander,2008,N,
